source,target,startPage,type,weight
77,87,188,Undirected,1
258,236,188,Undirected,1
130,87,188,Undirected,1
257,130,188,Undirected,1
257,258,188,Undirected,1
236,77,188,Undirected,1
258,77,188,Undirected,1
257,87,188,Undirected,1
130,236,188,Undirected,1
258,168,188,Undirected,1
257,236,188,Undirected,1
130,77,188,Undirected,1
257,77,188,Undirected,1
130,168,188,Undirected,1
257,168,188,Undirected,1
168,87,188,Undirected,1
258,130,188,Undirected,1
258,87,189,Undirected,1
168,258,189,Undirected,1
258,77,189,Undirected,1
168,87,189,Undirected,1
168,77,189,Undirected,1
77,87,189,Undirected,1
259,168,190,Undirected,1
257,259,190,Undirected,1
168,77,190,Undirected,1
77,87,190,Undirected,1
259,76,190,Undirected,1
168,147,190,Undirected,1
257,87,190,Undirected,1
147,87,190,Undirected,1
168,76,190,Undirected,1
77,147,190,Undirected,1
259,87,190,Undirected,1
76,87,190,Undirected,1
257,77,190,Undirected,1
257,147,190,Undirected,1
257,168,190,Undirected,1
259,77,190,Undirected,1
168,87,190,Undirected,1
259,147,190,Undirected,1
76,77,190,Undirected,1
76,147,190,Undirected,1
257,76,190,Undirected,1
259,168,191,Undirected,1
260,168,191,Undirected,1
259,261,191,Undirected,1
259,87,191,Undirected,1
260,261,191,Undirected,1
260,87,191,Undirected,1
261,168,191,Undirected,1
261,87,191,Undirected,1
259,260,191,Undirected,1
259,77,191,Undirected,1
168,87,191,Undirected,1
260,77,191,Undirected,1
168,77,191,Undirected,1
261,77,191,Undirected,1
77,87,191,Undirected,1
257,87,192,Undirected,1
168,87,192,Undirected,1
168,257,192,Undirected,1
168,77,192,Undirected,1
77,87,192,Undirected,1
257,77,192,Undirected,1
77,182,193,Undirected,1
168,236,193,Undirected,1
236,84,193,Undirected,1
236,87,193,Undirected,1
84,87,193,Undirected,1
77,84,193,Undirected,1
168,77,193,Undirected,1
77,87,193,Undirected,1
257,182,193,Undirected,1
236,77,193,Undirected,1
257,87,193,Undirected,1
257,84,193,Undirected,1
257,236,193,Undirected,1
182,87,193,Undirected,1
257,77,193,Undirected,1
168,182,193,Undirected,1
257,168,193,Undirected,1
168,84,193,Undirected,1
168,87,193,Undirected,1
236,182,193,Undirected,1
84,182,193,Undirected,1
258,84,194,Undirected,1
257,258,194,Undirected,1
257,168,194,Undirected,1
258,77,194,Undirected,1
258,87,194,Undirected,1
168,84,194,Undirected,1
257,87,194,Undirected,1
168,87,194,Undirected,1
77,84,194,Undirected,1
257,84,194,Undirected,1
168,77,194,Undirected,1
77,87,194,Undirected,1
257,77,194,Undirected,1
258,168,194,Undirected,1
84,87,194,Undirected,1
77,87,195,Undirected,1
77,262,195,Undirected,1
262,87,195,Undirected,1
257,262,196,Undirected,1
262,87,196,Undirected,1
262,77,196,Undirected,1
257,168,196,Undirected,1
257,87,196,Undirected,1
168,87,196,Undirected,1
168,77,196,Undirected,1
77,87,196,Undirected,1
257,77,196,Undirected,1
262,168,196,Undirected,1
274,277,197,Undirected,1
276,82,197,Undirected,1
276,88,197,Undirected,1
275,277,197,Undirected,1
82,277,197,Undirected,1
82,88,197,Undirected,1
276,277,197,Undirected,1
277,88,197,Undirected,1
274,276,197,Undirected,1
275,276,197,Undirected,1
274,275,197,Undirected,1
274,82,197,Undirected,1
274,88,197,Undirected,1
275,82,197,Undirected,1
275,88,197,Undirected,1
274,277,198,Undirected,1
276,88,198,Undirected,1
82,277,198,Undirected,1
277,88,198,Undirected,1
276,277,198,Undirected,1
82,276,198,Undirected,1
274,276,198,Undirected,1
277,275,198,Undirected,1
276,275,198,Undirected,1
274,275,198,Undirected,1
82,275,198,Undirected,1
274,82,198,Undirected,1
274,88,198,Undirected,1
82,88,198,Undirected,1
275,88,198,Undirected,1
88,274,199,Undirected,1
274,278,199,Undirected,1
274,275,199,Undirected,1
88,278,199,Undirected,1
88,275,199,Undirected,1
275,278,199,Undirected,1
278,88,200,Undirected,1
274,279,200,Undirected,1
280,279,200,Undirected,1
274,88,200,Undirected,1
278,279,200,Undirected,1
274,278,200,Undirected,1
279,88,200,Undirected,1
280,278,200,Undirected,1
280,88,200,Undirected,1
280,274,200,Undirected,1
88,283,201,Undirected,1
161,282,201,Undirected,1
274,278,201,Undirected,1
274,281,201,Undirected,1
278,281,201,Undirected,1
281,283,201,Undirected,1
88,282,201,Undirected,1
274,88,201,Undirected,1
161,278,201,Undirected,1
161,281,201,Undirected,1
278,88,201,Undirected,1
274,283,201,Undirected,1
278,283,201,Undirected,1
281,282,201,Undirected,1
88,281,201,Undirected,1
161,88,201,Undirected,1
161,274,201,Undirected,1
161,283,201,Undirected,1
274,282,201,Undirected,1
282,283,201,Undirected,1
278,282,201,Undirected,1
202,278,202,Undirected,1
202,284,202,Undirected,1
202,88,202,Undirected,1
278,88,202,Undirected,1
278,284,202,Undirected,1
202,274,202,Undirected,1
274,278,202,Undirected,1
274,284,202,Undirected,1
274,88,202,Undirected,1
88,284,202,Undirected,1
88,280,203,Undirected,1
280,278,203,Undirected,1
88,278,203,Undirected,1
88,274,204,Undirected,1
88,280,204,Undirected,1
88,278,204,Undirected,1
274,278,204,Undirected,1
280,278,204,Undirected,1
280,274,204,Undirected,1
88,184,205,Undirected,1
274,184,205,Undirected,1
280,274,205,Undirected,1
278,88,205,Undirected,1
278,184,205,Undirected,1
274,88,205,Undirected,1
274,278,205,Undirected,1
280,278,205,Undirected,1
280,88,205,Undirected,1
280,184,205,Undirected,1
88,274,206,Undirected,1
274,285,206,Undirected,1
88,285,206,Undirected,1
88,274,207,Undirected,1
274,285,207,Undirected,1
88,285,207,Undirected,1
286,287,208,Undirected,1
89,286,208,Undirected,1
89,287,208,Undirected,1
89,174,209,Undirected,1
288,286,209,Undirected,1
89,286,209,Undirected,1
288,89,209,Undirected,1
174,286,209,Undirected,1
288,174,209,Undirected,1
288,289,210,Undirected,1
288,286,210,Undirected,1
89,286,210,Undirected,1
289,290,210,Undirected,1
288,89,210,Undirected,1
289,286,210,Undirected,1
290,286,210,Undirected,1
289,89,210,Undirected,1
290,89,210,Undirected,1
288,290,210,Undirected,1
291,81,211,Undirected,1
291,84,211,Undirected,1
81,88,211,Undirected,1
248,89,211,Undirected,1
291,294,211,Undirected,1
248,88,211,Undirected,1
295,81,211,Undirected,1
292,88,211,Undirected,1
291,248,211,Undirected,1
295,84,211,Undirected,1
294,88,211,Undirected,1
84,248,211,Undirected,1
81,84,211,Undirected,1
86,248,211,Undirected,1
291,86,211,Undirected,1
294,295,211,Undirected,1
84,89,211,Undirected,1
291,89,211,Undirected,1
292,295,211,Undirected,1
84,86,211,Undirected,1
86,89,211,Undirected,1
295,248,211,Undirected,1
89,88,211,Undirected,1
292,81,211,Undirected,1
292,84,211,Undirected,1
294,81,211,Undirected,1
81,248,211,Undirected,1
295,86,211,Undirected,1
294,84,211,Undirected,1
295,89,211,Undirected,1
81,86,211,Undirected,1
81,89,211,Undirected,1
292,294,211,Undirected,1
291,88,211,Undirected,1
84,88,211,Undirected,1
292,248,211,Undirected,1
86,88,211,Undirected,1
294,248,211,Undirected,1
291,292,211,Undirected,1
295,88,211,Undirected,1
291,295,211,Undirected,1
292,86,211,Undirected,1
294,89,211,Undirected,1
292,89,211,Undirected,1
294,86,211,Undirected,1
288,293,212,Undirected,1
89,293,212,Undirected,1
288,89,212,Undirected,1
288,294,212,Undirected,1
89,294,212,Undirected,1
293,294,212,Undirected,1
89,293,213,Undirected,1
89,289,213,Undirected,1
293,289,213,Undirected,1
294,289,213,Undirected,1
89,294,213,Undirected,1
293,294,213,Undirected,1
288,89,214,Undirected,1
314,161,215,Undirected,1
89,161,215,Undirected,1
288,314,215,Undirected,1
288,89,215,Undirected,1
89,314,215,Undirected,1
288,161,215,Undirected,1
288,299,216,Undirected,1
288,286,216,Undirected,1
288,298,216,Undirected,1
298,286,216,Undirected,1
89,286,216,Undirected,1
298,299,216,Undirected,1
288,89,216,Undirected,1
299,286,216,Undirected,1
298,89,216,Undirected,1
299,89,216,Undirected,1
288,289,217,Undirected,1
288,212,217,Undirected,1
89,212,217,Undirected,1
288,89,217,Undirected,1
89,289,217,Undirected,1
212,289,217,Undirected,1
288,202,218,Undirected,1
202,300,218,Undirected,1
288,89,218,Undirected,1
291,202,218,Undirected,1
288,291,218,Undirected,1
300,89,218,Undirected,1
291,89,218,Undirected,1
288,300,218,Undirected,1
291,300,218,Undirected,1
202,89,218,Undirected,1
291,84,219,Undirected,1
301,302,219,Undirected,1
291,212,219,Undirected,1
294,302,219,Undirected,1
212,248,219,Undirected,1
302,248,219,Undirected,1
248,89,219,Undirected,1
291,294,219,Undirected,1
212,89,219,Undirected,1
302,89,219,Undirected,1
291,248,219,Undirected,1
84,248,219,Undirected,1
84,89,219,Undirected,1
291,89,219,Undirected,1
294,301,219,Undirected,1
301,84,219,Undirected,1
301,212,219,Undirected,1
291,302,219,Undirected,1
294,212,219,Undirected,1
294,84,219,Undirected,1
301,248,219,Undirected,1
294,248,219,Undirected,1
212,84,219,Undirected,1
302,84,219,Undirected,1
291,301,219,Undirected,1
301,89,219,Undirected,1
302,212,219,Undirected,1
294,89,219,Undirected,1
301,84,220,Undirected,1
84,248,220,Undirected,1
294,248,220,Undirected,1
301,302,220,Undirected,1
294,302,220,Undirected,1
294,84,220,Undirected,1
302,84,220,Undirected,1
302,248,220,Undirected,1
248,89,220,Undirected,1
301,89,220,Undirected,1
84,89,220,Undirected,1
294,89,220,Undirected,1
294,301,220,Undirected,1
302,89,220,Undirected,1
301,248,220,Undirected,1
288,302,221,Undirected,1
81,88,221,Undirected,1
301,302,221,Undirected,1
248,302,221,Undirected,1
288,88,221,Undirected,1
301,88,221,Undirected,1
248,88,221,Undirected,1
302,89,221,Undirected,1
302,86,221,Undirected,1
288,301,221,Undirected,1
248,301,221,Undirected,1
86,89,221,Undirected,1
288,81,221,Undirected,1
301,81,221,Undirected,1
248,81,221,Undirected,1
302,88,221,Undirected,1
88,89,221,Undirected,1
81,86,221,Undirected,1
81,89,221,Undirected,1
288,248,221,Undirected,1
86,88,221,Undirected,1
288,86,221,Undirected,1
288,89,221,Undirected,1
301,86,221,Undirected,1
302,81,221,Undirected,1
248,86,221,Undirected,1
301,89,221,Undirected,1
248,89,221,Undirected,1
289,300,222,Undirected,1
300,212,222,Undirected,1
274,89,222,Undirected,1
289,89,222,Undirected,1
212,89,222,Undirected,1
288,274,222,Undirected,1
288,289,222,Undirected,1
288,286,222,Undirected,1
300,89,222,Undirected,1
288,212,222,Undirected,1
274,286,222,Undirected,1
289,274,222,Undirected,1
89,286,222,Undirected,1
289,286,222,Undirected,1
212,286,222,Undirected,1
288,300,222,Undirected,1
300,274,222,Undirected,1
300,286,222,Undirected,1
274,212,222,Undirected,1
288,89,222,Undirected,1
289,212,222,Undirected,1
288,212,223,Undirected,1
288,286,223,Undirected,1
303,286,223,Undirected,1
89,286,223,Undirected,1
304,212,223,Undirected,1
304,286,223,Undirected,1
288,89,223,Undirected,1
288,304,223,Undirected,1
303,212,223,Undirected,1
303,89,223,Undirected,1
304,89,223,Undirected,1
212,286,223,Undirected,1
288,303,223,Undirected,1
303,304,223,Undirected,1
212,89,223,Undirected,1
81,88,224,Undirected,1
88,286,224,Undirected,1
302,245,224,Undirected,1
81,286,224,Undirected,1
245,86,224,Undirected,1
245,89,224,Undirected,1
302,89,224,Undirected,1
302,86,224,Undirected,1
86,89,224,Undirected,1
245,88,224,Undirected,1
81,245,224,Undirected,1
89,286,224,Undirected,1
302,88,224,Undirected,1
245,286,224,Undirected,1
88,89,224,Undirected,1
302,286,224,Undirected,1
81,86,224,Undirected,1
81,89,224,Undirected,1
86,88,224,Undirected,1
302,81,224,Undirected,1
86,286,224,Undirected,1
301,245,225,Undirected,1
84,245,225,Undirected,1
301,84,225,Undirected,1
301,270,225,Undirected,1
270,245,225,Undirected,1
293,245,225,Undirected,1
270,84,225,Undirected,1
293,84,225,Undirected,1
293,270,225,Undirected,1
293,89,225,Undirected,1
301,89,225,Undirected,1
84,89,225,Undirected,1
270,89,225,Undirected,1
293,301,225,Undirected,1
245,89,225,Undirected,1
83,155,229,Undirected,1
154,155,229,Undirected,1
133,155,229,Undirected,1
83,84,229,Undirected,1
84,155,229,Undirected,1
133,84,229,Undirected,1
130,154,229,Undirected,1
130,83,229,Undirected,1
83,154,229,Undirected,1
133,154,229,Undirected,1
84,154,229,Undirected,1
133,83,229,Undirected,1
130,133,229,Undirected,1
130,84,229,Undirected,1
130,155,229,Undirected,1
83,155,230,Undirected,1
154,155,230,Undirected,1
83,84,230,Undirected,1
84,155,230,Undirected,1
85,155,230,Undirected,1
83,154,230,Undirected,1
84,154,230,Undirected,1
85,154,230,Undirected,1
83,85,230,Undirected,1
84,85,230,Undirected,1
154,155,231,Undirected,1
269,84,231,Undirected,1
269,270,231,Undirected,1
269,154,231,Undirected,1
268,155,231,Undirected,1
84,154,231,Undirected,1
83,155,231,Undirected,1
270,155,231,Undirected,1
269,83,231,Undirected,1
268,84,231,Undirected,1
268,270,231,Undirected,1
268,154,231,Undirected,1
83,84,231,Undirected,1
270,84,231,Undirected,1
270,154,231,Undirected,1
83,154,231,Undirected,1
268,83,231,Undirected,1
268,269,231,Undirected,1
269,155,231,Undirected,1
84,155,231,Undirected,1
270,83,231,Undirected,1
268,214,232,Undirected,1
83,84,232,Undirected,1
84,214,232,Undirected,1
269,84,232,Undirected,1
269,270,232,Undirected,1
270,84,232,Undirected,1
270,214,232,Undirected,1
269,83,232,Undirected,1
270,83,232,Undirected,1
268,84,232,Undirected,1
268,270,232,Undirected,1
269,214,232,Undirected,1
268,83,232,Undirected,1
268,269,232,Undirected,1
83,214,232,Undirected,1
83,155,233,Undirected,1
154,155,233,Undirected,1
269,155,233,Undirected,1
83,84,233,Undirected,1
84,155,233,Undirected,1
269,84,233,Undirected,1
269,270,233,Undirected,1
270,155,233,Undirected,1
270,84,233,Undirected,1
269,154,233,Undirected,1
269,83,233,Undirected,1
270,154,233,Undirected,1
83,154,233,Undirected,1
270,83,233,Undirected,1
84,154,233,Undirected,1
272,84,234,Undirected,1
66,84,234,Undirected,1
272,66,234,Undirected,1
272,84,235,Undirected,1
273,66,235,Undirected,1
66,84,235,Undirected,1
272,273,235,Undirected,1
272,66,235,Undirected,1
273,84,235,Undirected,1
88,86,236,Undirected,1
178,88,237,Undirected,1
82,84,237,Undirected,1
84,88,237,Undirected,1
86,88,237,Undirected,1
178,84,237,Undirected,1
82,86,237,Undirected,1
178,86,237,Undirected,1
84,86,237,Undirected,1
82,88,237,Undirected,1
178,82,237,Undirected,1
88,84,238,Undirected,1
86,84,238,Undirected,1
244,84,238,Undirected,1
88,244,238,Undirected,1
88,86,238,Undirected,1
244,86,238,Undirected,1
306,67,239,Undirected,1
306,84,239,Undirected,1
67,84,239,Undirected,1
67,84,240,Undirected,1
248,84,240,Undirected,1
248,244,240,Undirected,1
244,84,240,Undirected,1
67,244,240,Undirected,1
248,67,240,Undirected,1
154,155,241,Undirected,1
307,83,241,Undirected,1
84,154,241,Undirected,1
130,307,241,Undirected,1
83,85,241,Undirected,1
130,84,241,Undirected,1
83,155,241,Undirected,1
85,155,241,Undirected,1
130,154,241,Undirected,1
307,85,241,Undirected,1
307,155,241,Undirected,1
83,84,241,Undirected,1
85,84,241,Undirected,1
130,83,241,Undirected,1
83,154,241,Undirected,1
85,154,241,Undirected,1
84,155,241,Undirected,1
307,84,241,Undirected,1
307,154,241,Undirected,1
130,85,241,Undirected,1
130,155,241,Undirected,1
83,155,242,Undirected,1
154,155,242,Undirected,1
83,84,242,Undirected,1
84,155,242,Undirected,1
85,155,242,Undirected,1
83,154,242,Undirected,1
84,154,242,Undirected,1
85,154,242,Undirected,1
83,85,242,Undirected,1
84,85,242,Undirected,1
178,88,243,Undirected,1
305,309,243,Undirected,1
248,305,243,Undirected,1
270,305,243,Undirected,1
305,86,243,Undirected,1
86,84,243,Undirected,1
248,308,243,Undirected,1
270,308,243,Undirected,1
309,86,243,Undirected,1
248,88,243,Undirected,1
270,88,243,Undirected,1
305,308,243,Undirected,1
308,84,243,Undirected,1
178,84,243,Undirected,1
305,88,243,Undirected,1
309,88,243,Undirected,1
248,84,243,Undirected,1
248,270,243,Undirected,1
270,84,243,Undirected,1
178,309,243,Undirected,1
308,309,243,Undirected,1
308,86,243,Undirected,1
178,86,243,Undirected,1
248,178,243,Undirected,1
270,178,243,Undirected,1
305,84,243,Undirected,1
84,88,243,Undirected,1
248,309,243,Undirected,1
270,309,243,Undirected,1
86,88,243,Undirected,1
309,84,243,Undirected,1
178,308,243,Undirected,1
248,86,243,Undirected,1
270,86,243,Undirected,1
305,178,243,Undirected,1
308,88,243,Undirected,1
84,313,244,Undirected,1
310,88,244,Undirected,1
86,313,244,Undirected,1
312,311,244,Undirected,1
312,314,244,Undirected,1
314,311,244,Undirected,1
312,88,244,Undirected,1
88,313,244,Undirected,1
310,313,244,Undirected,1
313,315,244,Undirected,1
84,315,244,Undirected,1
86,315,244,Undirected,1
312,310,244,Undirected,1
84,86,244,Undirected,1
312,313,244,Undirected,1
312,84,244,Undirected,1
88,315,244,Undirected,1
310,315,244,Undirected,1
313,314,244,Undirected,1
313,311,244,Undirected,1
84,314,244,Undirected,1
86,311,244,Undirected,1
84,311,244,Undirected,1
310,86,244,Undirected,1
86,314,244,Undirected,1
315,311,244,Undirected,1
84,88,244,Undirected,1
312,315,244,Undirected,1
86,88,244,Undirected,1
314,315,244,Undirected,1
312,86,244,Undirected,1
88,314,244,Undirected,1
88,311,244,Undirected,1
310,314,244,Undirected,1
310,311,244,Undirected,1
84,310,244,Undirected,1
84,313,245,Undirected,1
310,88,245,Undirected,1
321,88,245,Undirected,1
86,313,245,Undirected,1
312,311,245,Undirected,1
312,317,245,Undirected,1
312,314,245,Undirected,1
314,311,245,Undirected,1
317,310,245,Undirected,1
311,318,245,Undirected,1
317,313,245,Undirected,1
312,88,245,Undirected,1
88,313,245,Undirected,1
321,310,245,Undirected,1
317,84,245,Undirected,1
321,313,245,Undirected,1
310,313,245,Undirected,1
321,84,245,Undirected,1
313,315,245,Undirected,1
313,318,245,Undirected,1
84,315,245,Undirected,1
86,318,245,Undirected,1
84,318,245,Undirected,1
86,315,245,Undirected,1
315,318,245,Undirected,1
312,310,245,Undirected,1
84,86,245,Undirected,1
312,313,245,Undirected,1
317,88,245,Undirected,1
312,84,245,Undirected,1
317,315,245,Undirected,1
317,318,245,Undirected,1
88,315,245,Undirected,1
321,312,245,Undirected,1
88,318,245,Undirected,1
317,86,245,Undirected,1
321,315,245,Undirected,1
310,315,245,Undirected,1
313,314,245,Undirected,1
310,318,245,Undirected,1
321,318,245,Undirected,1
84,314,245,Undirected,1
86,311,245,Undirected,1
313,311,245,Undirected,1
84,311,245,Undirected,1
310,86,245,Undirected,1
321,86,245,Undirected,1
86,314,245,Undirected,1
315,311,245,Undirected,1
84,88,245,Undirected,1
312,315,245,Undirected,1
86,88,245,Undirected,1
312,318,245,Undirected,1
314,315,245,Undirected,1
317,311,245,Undirected,1
312,86,245,Undirected,1
88,314,245,Undirected,1
314,318,245,Undirected,1
317,314,245,Undirected,1
88,311,245,Undirected,1
310,314,245,Undirected,1
321,314,245,Undirected,1
310,311,245,Undirected,1
321,311,245,Undirected,1
321,317,245,Undirected,1
84,310,245,Undirected,1
71,84,246,Undirected,1
322,84,246,Undirected,1
323,88,246,Undirected,1
248,323,246,Undirected,1
248,88,246,Undirected,1
322,71,246,Undirected,1
323,84,246,Undirected,1
322,86,246,Undirected,1
71,86,246,Undirected,1
84,86,246,Undirected,1
248,322,246,Undirected,1
248,84,246,Undirected,1
323,71,246,Undirected,1
322,323,246,Undirected,1
322,88,246,Undirected,1
71,88,246,Undirected,1
323,86,246,Undirected,1
84,88,246,Undirected,1
248,71,246,Undirected,1
86,88,246,Undirected,1
248,86,246,Undirected,1
88,84,247,Undirected,1
88,248,247,Undirected,1
248,84,247,Undirected,1
248,86,247,Undirected,1
88,86,247,Undirected,1
84,86,247,Undirected,1
77,147,248,Undirected,1
77,81,248,Undirected,1
76,84,248,Undirected,1
81,84,248,Undirected,1
147,84,248,Undirected,1
76,81,248,Undirected,1
77,84,248,Undirected,1
76,77,248,Undirected,1
81,147,248,Undirected,1
76,147,248,Undirected,1
357,84,249,Undirected,1
244,88,249,Undirected,1
147,88,249,Undirected,1
357,81,249,Undirected,1
81,88,249,Undirected,1
305,147,249,Undirected,1
77,81,249,Undirected,1
305,86,249,Undirected,1
77,84,249,Undirected,1
76,305,249,Undirected,1
76,244,249,Undirected,1
357,184,249,Undirected,1
84,184,249,Undirected,1
305,244,249,Undirected,1
357,77,249,Undirected,1
86,184,249,Undirected,1
76,88,249,Undirected,1
81,84,249,Undirected,1
244,84,249,Undirected,1
77,184,249,Undirected,1
147,84,249,Undirected,1
357,147,249,Undirected,1
357,86,249,Undirected,1
305,88,249,Undirected,1
84,86,249,Undirected,1
