id,Label
103,"""An Indian...woman"" (grant judge)"
104,"""An older guy who's...Native"" (grant judge)"
282,"""another white woman"""
98,"""black guy...with a white beard"" (grant judge)"
363,"""five or six Indians"""
269,"""huge Indian guy"""
386,"""men behind the bus"""
99,"""middle-aged black guy"" (2) (grant judge)"
100,"""middle-aged white lady"" (1) (grant judge)"
101,"""middle-aged white lady"" (2) (grant judge)"
156,"""old Indian guy in a baseball cap"""
97,"""Old white lady"" (grant judge)"
183,"""Older men"" (at Alcatraz)"
361,"""Person whose lap [Thomas] is in"""
164,"""Pig-brained men"""
173,"""Sea of white faces"""
281,"""some crazy white woman"""
260,"""some hipster"""
137,"""some homies"""
362,"""Someone"" from Vietnam War"
162,"""the adults"""
187,"""the white man"""
284,"""those men"" (who kill women)"
192,"""two [wearing] baseball caps"""
160,"""two big old Indian women"""
169,"""two hundred or so people"""
385,"""unknown artist"""
106,"""vet on the bus"""
75,"""white boy in the Kangol hat"""
261,"""white boys"""
102,"""youngish Hispanic guy"" (grant judge)"
0,[NULL]
251,A Bird
312,A couple of John's friends
171,A few youth
215,A Tribe Called Red
227,A yelling man
195,Abortion resource
193,Adriana
194,Adriana's brother
116,Alcatraz
340,Americans
263,Ancestors
254,Badger
302,Bat
177,Bears
243,Beethoven
330,Benjamin Church
84,Big Oakland Powwow
80,Bill Davis
88,Blue
277,Blue's Adoptive Dad
276,Blue's Adoptive Mom
322,Blue's friend
293,Bobby Big Medicine
142,Bus driver
81,Calvin Johnson
149,Calvin Johnson's Dad
148,Calvin Johnson's Mom
143,Cannabis supplier
76,Carlos
109,Catfish Hunter
240,Chance the Rapper
147,Charles
111,Charlie Finley
379,Children
354,Colonel John Chivington
325,Colonizers/colonists
165,Columbus
315,Corporate Tech Nerds
238,CPS worker
163,Creator
87,Daniel Gonzales
306,Darren Aronofsky
343,Daughter (in the Rolling Head story)
283,dead woman's baby
203,DefeKate Moss
303,DeLonna
67,Dene Oxendene
174,Doctors
356,Drug Dealers
308,Drum Groups
242,Earl Sweatshirt
86,Edwin Black
196,Edwin Black's Fake Self
199,Edwin Black's Fake Self's dad
197,Edwin Black's Fake Self's girlfriend
198,Edwin Black's Fake Self's mom
387,Edwin's 660 Facebook Friends
129,Elmore Leonard
241,Eminem
121,Ernest Hemingway
300,Evangelicals
120,F. Scott Fitzgerald
208,Families
170,First speaker
152,Florencia
372,Forefathers
278,Geraldine
279,Geraldine's Grandmother
96,Gertrude Stein
265,Girlfriend of one of the twins
212,God
161,Group of teenagers
262,Guy in the bleachers
172,Harold
178,Harvey
280,Hector
314,Hipsters
378,Hired thugs
290,Holy Ghost
201,Homer Simpson
118,Hunter S. Thompson
341,Husband (in the Rolling Head story)
223,"Indian Head (''test pattern Indian"")"
351,Indigenous people
352,Iron Eyes Cody
127,Jack London
82,Jacquie Red Feather
113,Jacquie Red Feather's Father
291,James Hampton
189,Jamie Red Feather
202,Jesus
301,Jim
337,Joaquin Murieta
311,John
331,John Alderman
336,John Rollin Ridge
350,John Wayne
200,Johnny Depp
78,Josefina
229,Josefina's Father
231,Josefina's love interest
230,Josefina's Mother
232,Josefina's Uncle
233,Junior
71,Karen
124,Ken Kesey
349,Kevin Costner
90,Kevin Farley
79,Kid on the bus
157,Kids in school
246,Kids on field trips
155,Lony Red Feather
154,Loother Red Feather
74,Louise Erdrich
92,Lucas
222,Lucas's sister
146,Maggie
236,Manny & Daniel's Dad
257,Manny & Daniel's Mother
168,Manny Gonzales
68,Mario
253,Mario Brothers (Nintendo)
333,Massachusetts Bay Colony
324,Massasoit
69,Maxine
347,Mel Gibson
158,Men in military uniforms
268,Men in the locker room
327,Metacomet/ King Philip
348,Mexicans
72,MF Doom
369,Muslims
353,Narrator of One Flew over the Cuckoo's Nest
250,Natives
326,ninety of Massasoit's men
93,Norma
295,Northern Moon (Drum Group)
130,Oakland Athletics
133,Oakland Raiders
204,Obama
77,Octavio Gomez
228,Octavio Gomez's Father
252,Octavio Gomez's Grandfather
234,Octavio Gomez's Mother
207,Old guy
141,Old guy on the bus
209,Old guy's brother
371,Old people
285,Old woman in the greyhound station
273,Older white woman
114,Opal the Medicine Woman
85,Opal Viola Victoria Bear Shield
112,Opal Viola Victoria Bear Shield's Father
367,Optimus Prime
83,Orvil Red Feather
119,Oscar Zeta Acosta
220,Otis Redding
249,Participants in Dene's Film
274,Paul
275,Paul's Dad
305,people
244,People at the Powwow
373,People drowning
218,people from foster care
219,People from group homes
374,People on board
272,People on the train
332,Pequot
117,Person stabbed by Bill Davis
136,Person who left IPod on bus
310,Phil
321,Phil's family
317,Phil's Grandfather
335,Plymouth colony
329,Plymouth court
184,Police Officers
188,Postgame crew
248,Powwow Committee
214,Powwow Dancer on TV
270,Powwow Dancers
239,Powwow singers
319,Powwows
304,Prayer circle
91,Radiohead
122,Raymond Carver
318,Record keepers
110,Reggie Jackson
247,Rich people
126,Richard Brautigan
95,Rob
179,Rocky
180,Rocky's Dad
346,Rolling Head
185,Ronald
225,Ronald McDonald
368,Saddam Hussein
131,San Francisco Giants
132,San Francisco sports teams
245,Security Guard
383,Shooters
176,Sixto
144,Sixty-three casualties of Loma Prieta Earthquake
151,Sloth (The Goonies)
221,Smokey Robinson
224,Social worker
377,Someone else on the yacht
375,Someone on the yacht
365,Someone with a stretcher
376,Someone's father
344,Son (in the Rolling Head story)
145,Sonny
294,Southern Moon (Drum Group)
358,Sports Announcers
313,Squatters
94,Stanley Kubrick
128,Stephen King
355,Storey (Baseball Bat)
235,Sylvia
267,Tall Whites
166,Teddy Roosevelt
139,Texas Rangers
338,Texas Rangers (government)
175,The coroner
307,The Crowd
258,The guys
135,The Indians
216,The neighbors
134,The white men
89,Thomas Frank
288,Thomas Frank's Father
298,Thomas Frank's Father's Grandparents
299,Thomas Frank's Father's Great Grandmother
287,Thomas Frank's Grandmother
286,Thomas Frank's Mother
289,Thomas Frank's Sisters
292,Thomas Frank's Uncle
339,Three Fingered Jack
226,tiger-striped pitbull
66,Tony Loneman
73,Tony Loneman's Father
70,Tony Loneman's Mother
186,Trickster Spider (Veho)
264,Twin brothers
366,Two nurses
364,Two orderlies
115,Two Shoes
182,U.S Government
309,Vendors
107,Vet on the bus
382,Victims
105,Victoria (Vicky)
108,Vida Blue
259,Vunderkode
357,Waitress at Denny's
334,Wampanoag Indians
328,Wamsutta
381,Watchers
345,water monster
323,White people
342,Wife (in the Rolling Head story)
123,William Faulkner
217,Woman in the car
370,Young people
159,Younger men